N,A,B,C,seed,Z_est,Z_std,rel_error,time_seconds
100000,25,5,800,101,0.5240031856377604,0.7143428766269374,0.4783634691173468,1.480079174041748
100000,25,10,400,11,5.448786762357336,9.492015835420252,4.424177375517439,1.194446086883545
100000,25,10,400,23,3.311928472380874,9.37427924476331,2.296970183037279,1.1896390914916992
100000,25,10,400,42,6.835312178110665,11.19682629570665,5.804440564135114,1.1932868957519531
100000,25,10,400,77,6.430684964604433,9.365241077966719,5.401640845089102,1.193986177444458
100000,25,10,400,101,10.490077649437573,29.553477032533362,9.44269932649805,1.1929690837860107
100000,25,20,200,11,17.750216245809128,64.67194788072405,16.670047584942694,1.0486559867858887
100000,25,20,200,23,8.684899388235227,30.019416046305622,7.645674133507476,1.1255738735198975
100000,25,20,200,42,4.652909309623047,9.06725531596681,3.631894494743059,1.0884568691253662
100000,25,20,200,77,2.058501247642531,3.4336569313001823,1.049204048885623,1.057724952697754
100000,25,20,200,101,3.381599346068511,7.194972485672055,2.3663263889728405,1.0949101448059082
100000,25,25,160,11,3.3552373263926727,5.894440320100129,2.3400834330754865,1.026425838470459
100000,25,25,160,23,2.291773785440187,5.763707528138445,1.2814230137739029,1.023108959197998
100000,25,25,160,42,2.635890748044133,8.517252867750468,1.6239857758153686,1.0235319137573242
100000,25,25,160,77,7.3022211933829,19.521373856297178,6.269240789858959,1.0222539901733398
100000,25,25,160,101,68.22472113494959,335.91340957329504,66.9165849153322,1.021921157836914
100000,25,50,80,11,7.356540627102659,20.49733959177412,6.323314890440235,0.9605751037597656
100000,25,50,80,23,7.19457009147642,27.124436775686085,6.1620758929970325,0.9588520526885986
100000,25,50,80,42,8.942658631300196,32.54439045186647,7.902269209721951,0.9625451564788818
100000,25,50,80,77,5.3581955964405426,18.872246359551962,4.33399536362769,0.9609780311584473
100000,25,50,80,101,5.598160845517965,18.28321966780359,4.572876812237185,0.9685890674591064
100000,25,100,40,11,5.279218332750004,19.177941432028444,4.255374799899635,0.9393999576568604
100000,25,100,40,23,6.956834683668087,39.43933874771489,5.9254142146025055,1.0462300777435303
100000,25,100,40,42,34.719141368697066,236.3419828943775,33.562332739922304,2.7899169921875
100000,25,100,40,77,7.78434305258648,29.206583459911833,6.749185150868064,0.9383981227874756
100000,25,100,40,101,4.493365208261351,20.784769542941262,3.473070972600127,0.9325230121612549
100000,25,200,20,11,1.7667550960972362,10.313415423787216,0.7587755656976274,0.9227290153503418
100000,25,200,20,23,0.9539709063558515,7.278457776146333,0.050337692987897066,0.9210150241851807
100000,25,200,20,42,0.2798744899763728,1.165813146736069,0.7213895601490661,0.9231641292572021
100000,25,200,20,77,4.168400844678502,30.22561252404086,3.1495743070721627,0.9228737354278564
100000,25,200,20,101,3.8328055475373963,24.232637390170286,2.8154947224830784,0.9269702434539795
100000,50,5,400,11,15.412593577000056,16.979673727013182,14.342982763788783,1.5125219821929932
100000,50,5,400,23,11.32859747572383,12.396691983183104,10.277431987002638,1.5086069107055664
100000,50,5,400,42,1.892313427416223,2.547343248063105,0.883766814162914,1.5086510181427002
100000,50,5,400,77,2.29544634897341,3.253783358198971,1.2850789902134063,1.508338212966919
