tn_type,param_name,param_value,A,B,C,trial,beta_idx,beta_mid,beta_left,beta_right,delta_beta,step_error,step_error_metric,E_L1,E_L2,Z1_log_error,Z_true_final
uniform1,jitter,0.05,200,40,200,0,66,0.9901090849323687,0.9897658859789454,0.990452283885792,0.0006863979068465476,0.006565321426299892,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,67,0.9907724646235907,0.990452283885792,0.9910926453613895,0.0006403614755975395,0.0021010334328526795,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,68,0.991391351706018,0.9910926453613895,0.9916900580506466,0.0005974126892570597,0.002173588326202512,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,69,0.9919687302810085,0.9916900580506466,0.9922474025113706,0.0005573444607239741,0.0014506044460598048,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,70,0.9925073843074435,0.9922474025113706,0.9927673661035165,0.0005199635921459,0.008804673562709642,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,71,0.9930099110252029,0.9927673661035165,0.9932524559468893,0.00048508984337281014,0.0023817451719303946,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,72,0.9934787334783337,0.9932524559468893,0.9937050110097781,0.0004525550628888819,0.00391624764431436,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,73,0.9939161121982943,0.9937050110097781,0.9941272133868105,0.00042220237703238794,0.00013069529760346976,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,74,0.9943241561036082,0.9941272133868105,0.9945210988204061,0.0003938854335955311,0.004337240229917215,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
uniform1,jitter,0.05,200,40,200,0,75,0.994704832668483,0.9945210988204061,0.9948885665165599,0.0003674676961538115,0.017081854798608485,density_abs,0.010084927459425675,0.013476761074545596,0.002556649874309258,522370.76714125555
