schedule,A,B,C,trial,beta_idx,beta_mid,beta_left,beta_right,delta_beta,true_ratio,step_error,step_error_metric,E_L1,E_L2,Z1_log_error
Logspace,200,40,50,3,104,0.999292856051115,0.9992683192856573,0.9993173928165727,4.9073530915433317e-05,0.9999987931428921,4.294970713858941,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,105,0.9993402839110505,0.9993173928165727,0.9993631750055282,4.5782188955456604e-05,0.999998874375871,4.2950063106726954,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,106,0.9993845308035159,0.9993631750055282,0.9994058866015035,4.2711595975353234e-05,0.9999989501229771,4.295039518449849,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,107,0.9994258100747186,0.9994058866015035,0.9994457335479336,3.9846946430110997e-05,0.9999990207570453,4.2950704978848995,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,108,0.999464320761822,0.9994457335479336,0.9994829079757104,3.717442777673163e-05,0.99999908662525,4.295099398462431,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,109,0.999500248552647,0.9994829079757104,0.9995175891295834,3.468115387306181e-05,0.9999991480509395,4.295126359907489,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,110,0.9995337666810067,0.9995175891295834,0.9995499442324299,3.235510284649301e-05,0.9999992053352762,4.295151512046263,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,111,0.9995650367619928,0.9995499442324299,0.9995801292915556,3.0185059125664715e-05,0.9999992587588289,4.295174976647799,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,112,0.9995942095712373,0.9995801292915556,0.9996082898509191,2.816055936349926e-05,0.9999993085829739,4.295196867024398,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,113,0.9996214257719117,0.9996082898509191,0.9996345616929043,2.627184198522592e-05,0.9999993550512289,4.295217288404591,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,114,0.9996468165929648,0.9996345616929043,0.9996590714930254,2.4509800121030878e-05,0.9999993983905306,4.2952363399394375,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,115,0.999670504461873,0.9996590714930254,0.9996819374307205,2.2865937695182303e-05,0.9999994388123289,4.295254113135207,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,116,0.9996926035949508,0.9996819374307205,0.9997032697591811,2.1332328460577088e-05,0.9999994765137041,4.295270694177123,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,117,0.999713220548071,0.9997032697591811,0.9997231713369608,1.9901577779646296e-05,0.9999995116783159,4.295286162492838,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,118,0.9997324547304463,0.9997231713369608,0.9997417381239317,1.8566786970986016e-05,0.9999995444773737,4.295300593365151,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,119,0.9997503988839539,0.9997417381239317,0.999759059643976,1.7321520044299987e-05,0.9999995750704457,4.295314056064129,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,120,0.9997671395303106,0.999759059643976,0.9997752194166452,1.615977266911095e-05,0.9999996036062874,4.295326615572235,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,121,0.9997827573882564,0.9997752194166452,0.9997902953598676,1.507594322247563e-05,0.999999630223573,4.295338332514308,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,122,0.999797327762758,0.9997902953598676,0.9998043601656483,1.406480578070024e-05,0.9999996550515865,4.29534926352892,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,123,0.9998109209081082,0.9998043601656483,0.999817481650568,1.3121484919720316e-05,0.9999996782108596,4.295359461274124,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,124,0.9998236023666727,0.999817481650568,0.9998297230827774,1.2241432209347813e-05,0.9999996998137747,4.29536897509565,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,125,0.9998354332849173,0.9998297230827774,0.9998411434870572,1.1420404279816054e-05,0.9999997199651082,4.295377850291928,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,126,0.9998464707082386,0.9998411434870572,0.9998517979294201,1.06544423629229e-05,0.9999997387625754,4.29538613067746,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,127,0.9998567678560218,0.9998517979294201,0.9998617377826235,9.939853203411175e-06,0.9999997562972738,4.295393855416743,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
Logspace,200,40,50,3,128,0.9998663743782491,0.9998617377826235,0.9998710109738747,9.273191251102375e-06,0.9999997726541606,4.295401061857357,density_abs,6.033346985219719,7.661668457445471,0.9723382080304949
