A,B,C,beta_idx,beta,rel_error
200,10,50,133,0.6683417085427136,2.791978429143111
200,10,50,134,0.6733668341708543,10.55267263407085
200,10,50,135,0.678391959798995,4.180363685493248
200,10,50,136,0.6834170854271356,3.0017118068967
200,10,50,137,0.6884422110552764,9.911225129550084
200,10,50,138,0.6934673366834171,18.027363811602296
200,10,50,139,0.6984924623115578,7.348444333855155
200,10,50,140,0.7035175879396985,9.707110621093008
200,10,50,141,0.7085427135678392,2.2898360351816023
200,10,50,142,0.7135678391959799,16.585487302866355
200,10,50,143,0.7185929648241206,4.480122287252042
200,10,50,144,0.7236180904522613,14.623456559649872
200,10,50,145,0.7286432160804021,0.7211588802888423
200,10,50,146,0.7336683417085427,10.793971579497857
200,10,50,147,0.7386934673366834,1.9287120419410801
200,10,50,148,0.7437185929648241,4.8603903068217305
200,10,50,149,0.7487437185929648,6.247422564603178
200,10,50,150,0.7537688442211056,7.2469603961857505
200,10,50,151,0.7587939698492463,10.859069321847336
200,10,50,152,0.7638190954773869,10.40792996778222
200,10,50,153,0.7688442211055276,4.402077903489791
200,10,50,154,0.7738693467336684,5.290490998474941
200,10,50,155,0.7788944723618091,8.654244201448865
200,10,50,156,0.7839195979899498,12.831870716444874
200,10,50,157,0.7889447236180904,8.955398294271994
200,10,50,158,0.7939698492462312,12.447858759802855
200,10,50,159,0.7989949748743719,18.385134899065395
200,10,50,160,0.8040201005025126,8.539391198527682
200,10,50,161,0.8090452261306533,8.488385944815594
200,10,50,162,0.8140703517587939,10.01046070260337
200,10,50,163,0.8190954773869347,4.309774753056647
200,10,50,164,0.8241206030150754,10.34607684255862
200,10,50,165,0.8291457286432161,5.802627264932723
200,10,50,166,0.8341708542713568,6.4941635008251675
200,10,50,167,0.8391959798994975,4.4352956767729435
200,10,50,168,0.8442211055276382,1.2494567303863264
200,10,50,169,0.8492462311557789,5.9689112879105375
200,10,50,170,0.8542713567839196,12.094720119617216
200,10,50,171,0.8592964824120604,6.769028307759939
200,10,50,172,0.864321608040201,16.079348464093123
200,10,50,173,0.8693467336683417,8.28638947824876
200,10,50,174,0.8743718592964824,7.157653308613404
200,10,50,175,0.8793969849246231,1.919337933949916
200,10,50,176,0.8844221105527639,9.382654512065983
200,10,50,177,0.8894472361809045,8.244495432168778
200,10,50,178,0.8944723618090452,1.55554852916327
200,10,50,179,0.8994974874371859,4.689808565008164
200,10,50,180,0.9045226130653267,5.043370911225454
200,10,50,181,0.9095477386934674,4.390898476827403
