A,B,C,beta_idx,beta,rel_error
200,10,200,153,0.7688442211055276,3.942803439529598
200,10,200,154,0.7738693467336684,11.47178277687391
200,10,200,155,0.7788944723618091,5.121743885788244
200,10,200,156,0.7839195979899498,6.078242268368531
200,10,200,157,0.7889447236180904,6.859423550140011
200,10,200,158,0.7939698492462312,8.379685934946965
200,10,200,159,0.7989949748743719,7.836273362616373
200,10,200,160,0.8040201005025126,12.62354092422038
200,10,200,161,0.8090452261306533,16.428932244362933
200,10,200,162,0.8140703517587939,6.113250107283483
200,10,200,163,0.8190954773869347,14.113057068554214
200,10,200,164,0.8241206030150754,10.794530598206197
200,10,200,165,0.8291457286432161,8.046426046608433
200,10,200,166,0.8341708542713568,10.822712093722004
200,10,200,167,0.8391959798994975,3.5769845541047363
200,10,200,168,0.8442211055276382,0.9191022655936101
200,10,200,169,0.8492462311557789,6.488814813990694
200,10,200,170,0.8542713567839196,7.583161193093405
200,10,200,171,0.8592964824120604,10.851831078177165
200,10,200,172,0.864321608040201,5.95179854072973
200,10,200,173,0.8693467336683417,9.340087735542904
200,10,200,174,0.8743718592964824,1.9795685396895837
200,10,200,175,0.8793969849246231,6.239000857396084
200,10,200,176,0.8844221105527639,7.334438106860868
200,10,200,177,0.8894472361809045,8.31604432483075
200,10,200,178,0.8944723618090452,9.130829336329011
200,10,200,179,0.8994974874371859,3.3398453448555343
200,10,200,180,0.9045226130653267,7.051226791020993
200,10,200,181,0.9095477386934674,8.313479723075451
200,10,200,182,0.914572864321608,17.065070347860342
200,10,200,183,0.9195979899497487,5.742420402045469
200,10,200,184,0.9246231155778895,5.736340697703305
200,10,200,185,0.9296482412060302,2.3733745464840736
200,10,200,186,0.9346733668341709,17.45152583008903
200,10,200,187,0.9396984924623115,10.417976514425948
200,10,200,188,0.9447236180904522,4.220602018835097
200,10,200,189,0.949748743718593,12.45443114390612
200,10,200,190,0.9547738693467337,9.841517179369385
200,10,200,191,0.9597989949748744,7.670268520720722
200,10,200,192,0.964824120603015,9.884723796584003
200,10,200,193,0.9698492462311558,5.366599036006228
200,10,200,194,0.9748743718592965,8.622563986132596
200,10,200,195,0.9798994974874372,5.31540954053843
200,10,200,196,0.9849246231155779,6.082598860641803
200,10,200,197,0.9899497487437187,5.691676486114382
200,10,200,198,0.9949748743718593,1.7115951520382136
200,10,200,199,1.0,6.486663693794049
200,10,400,0,0.0,
200,10,400,1,0.005025125628140704,0.174769222479203
200,10,400,2,0.010050251256281407,0.36070642848748874
200,10,400,3,0.01507537688442211,0.5688074660422422
200,10,400,4,0.020100502512562814,0.797203540208566
200,10,400,5,0.02512562814070352,1.0320493315122894
200,10,400,6,0.03015075376884422,1.3219512494862473
200,10,400,7,0.035175879396984924,1.5921705940299877
200,10,400,8,0.04020100502512563,1.9098886468755778
200,10,400,9,0.04522613065326633,2.2305579634935904
200,10,400,10,0.05025125628140704,2.6745307565202205
200,10,400,11,0.05527638190954774,2.9436885912663753
200,10,400,12,0.06030150753768844,3.196859356634917
200,10,400,13,0.06532663316582915,3.827050035325932
200,10,400,14,0.07035175879396985,4.16434301133846
200,10,400,15,0.07537688442211056,4.497615270666033
200,10,400,16,0.08040201005025126,4.744899220416109
200,10,400,17,0.08542713567839195,5.454500094272674
200,10,400,18,0.09045226130653267,5.4482749336870375
200,10,400,19,0.09547738693467336,5.9278404866453265
200,10,400,20,0.10050251256281408,5.90364895947398
200,10,400,21,0.10552763819095477,6.435692249974163
200,10,400,22,0.11055276381909548,6.4634704381701535
200,10,400,23,0.11557788944723618,6.6254254121414595
200,10,400,24,0.12060301507537688,6.701888229609394
200,10,400,25,0.12562814070351758,7.160803882980197
200,10,400,26,0.1306532663316583,7.933904871708738
200,10,400,27,0.135678391959799,6.6955381618130385
200,10,400,28,0.1407035175879397,7.548368768773547
200,10,400,29,0.1457286432160804,8.107906050511263
200,10,400,30,0.15075376884422112,6.822761644456
200,10,400,31,0.15577889447236182,6.575144709385475
200,10,400,32,0.16080402010050251,7.159337371844545
200,10,400,33,0.1658291457286432,6.857988613499301
200,10,400,34,0.1708542713567839,9.1154086826617
200,10,400,35,0.17587939698492464,6.219711640460227
200,10,400,36,0.18090452261306533,6.2973437166710085
200,10,400,37,0.18592964824120603,8.743950576572004
200,10,400,38,0.19095477386934673,7.608597135388436
200,10,400,39,0.19597989949748745,9.003766785032559
200,10,400,40,0.20100502512562815,9.321933561706073
200,10,400,41,0.20603015075376885,7.4709790168715156
200,10,400,42,0.21105527638190955,6.17066123547191
200,10,400,43,0.21608040201005024,6.3158051859395785
200,10,400,44,0.22110552763819097,4.994685864931955
200,10,400,45,0.22613065326633167,7.315466321040756
200,10,400,46,0.23115577889447236,8.563138133676864
200,10,400,47,0.23618090452261306,7.406610530910931
200,10,400,48,0.24120603015075376,4.655940378229132
200,10,400,49,0.24623115577889448,6.213526402727455
200,10,400,50,0.25125628140703515,6.237305632805308
200,10,400,51,0.2562814070351759,6.294256400745122
200,10,400,52,0.2613065326633166,10.469400506639234
200,10,400,53,0.2663316582914573,7.147739050010424
200,10,400,54,0.271356783919598,3.2151969144365786
200,10,400,55,0.2763819095477387,7.1427524465773065
200,10,400,56,0.2814070351758794,4.731191790046743
200,10,400,57,0.2864321608040201,7.800938341338128
200,10,400,58,0.2914572864321608,7.043905191432922
200,10,400,59,0.2964824120603015,6.677593279419629
200,10,400,60,0.30150753768844224,6.876843799569174
200,10,400,61,0.3065326633165829,8.518970585849534
200,10,400,62,0.31155778894472363,5.868856732101788
200,10,400,63,0.3165829145728643,9.046900638865656
200,10,400,64,0.32160804020100503,7.622229233277333
200,10,400,65,0.32663316582914576,8.70957384335775
200,10,400,66,0.3316582914572864,8.224961010220635
200,10,400,67,0.33668341708542715,9.977778564414725
200,10,400,68,0.3417085427135678,7.728879468636297
200,10,400,69,0.34673366834170855,8.748609269109716
200,10,400,70,0.35175879396984927,4.76974543776431
200,10,400,71,0.35678391959798994,7.522141749725407
200,10,400,72,0.36180904522613067,6.072800168059202
200,10,400,73,0.36683417085427134,8.256322608894932
200,10,400,74,0.37185929648241206,9.91052517676499
200,10,400,75,0.3768844221105528,9.427396723312969
200,10,400,76,0.38190954773869346,8.487273761330126
200,10,400,77,0.3869346733668342,6.313104618736715
200,10,400,78,0.3919597989949749,9.093458684636904
200,10,400,79,0.3969849246231156,6.987467285660048
200,10,400,80,0.4020100502512563,6.730950395100913
200,10,400,81,0.40703517587939697,8.637221644530115
200,10,400,82,0.4120603015075377,6.779471882305154
200,10,400,83,0.4170854271356784,6.793771905086057
200,10,400,84,0.4221105527638191,6.139317163831816
200,10,400,85,0.4271356783919598,5.069315326922237
200,10,400,86,0.4321608040201005,7.415254771091462
200,10,400,87,0.4371859296482412,5.914183843870805
200,10,400,88,0.44221105527638194,4.217621020968819
200,10,400,89,0.4472361809045226,8.49811417497245
200,10,400,90,0.45226130653266333,11.299510125168714
200,10,400,91,0.457286432160804,6.112432691334607
200,10,400,92,0.4623115577889447,8.317349255777668
200,10,400,93,0.46733668341708545,12.549376880483306
200,10,400,94,0.4723618090452261,5.005904232885967
200,10,400,95,0.47738693467336685,6.335398040340703
200,10,400,96,0.4824120603015075,5.915560844230793
200,10,400,97,0.48743718592964824,12.632497691307522
200,10,400,98,0.49246231155778897,8.265427795153863
200,10,400,99,0.49748743718592964,4.666336224894836
200,10,400,100,0.5025125628140703,7.260130869595857
200,10,400,101,0.507537688442211,3.5634002425190467
200,10,400,102,0.5125628140703518,4.391251740533704
200,10,400,103,0.5175879396984925,7.434976300469458
200,10,400,104,0.5226130653266332,6.83467320171524
200,10,400,105,0.5276381909547738,4.436234042983068
200,10,400,106,0.5326633165829145,6.184972532081718
200,10,400,107,0.5376884422110553,11.005927725624451
200,10,400,108,0.542713567839196,8.675770855151228
200,10,400,109,0.5477386934673367,15.054092209959377
200,10,400,110,0.5527638190954774,7.7312793228358405
200,10,400,111,0.5577889447236181,5.121249791212041
200,10,400,112,0.5628140703517588,7.19323875853267
200,10,400,113,0.5678391959798995,8.07604434905055
200,10,400,114,0.5728643216080402,12.834467528047941
200,10,400,115,0.577889447236181,8.247979941931687
200,10,400,116,0.5829145728643216,6.2114022767677985
200,10,400,117,0.5879396984924623,6.959135563234567
200,10,400,118,0.592964824120603,4.80900511661588
200,10,400,119,0.5979899497487438,12.054869523069115
200,10,400,120,0.6030150753768845,9.113442307193724
200,10,400,121,0.6080402010050251,8.21775862706179
200,10,400,122,0.6130653266331658,12.808709160685533
200,10,400,123,0.6180904522613065,6.133036973919281
200,10,400,124,0.6231155778894473,7.694009418931519
200,10,400,125,0.628140703517588,7.636724628815041
200,10,400,126,0.6331658291457286,3.8359856045751854
200,10,400,127,0.6381909547738693,3.182864195750069
200,10,400,128,0.6432160804020101,5.470445032713201
200,10,400,129,0.6482412060301508,6.334359537549674
200,10,400,130,0.6532663316582915,6.904054512534935
200,10,400,131,0.6582914572864321,6.676327001432462
200,10,400,132,0.6633165829145728,4.684034368697281
200,10,400,133,0.6683417085427136,7.317033527127918
200,10,400,134,0.6733668341708543,7.348673010964895
200,10,400,135,0.678391959798995,8.66788756841172
200,10,400,136,0.6834170854271356,6.728971077014607
200,10,400,137,0.6884422110552764,11.578106584002846
200,10,400,138,0.6934673366834171,13.213203215308313
200,10,400,139,0.6984924623115578,7.642627791765311
200,10,400,140,0.7035175879396985,14.52384681127541
200,10,400,141,0.7085427135678392,4.8730483198097785
200,10,400,142,0.7135678391959799,8.260902188197793
200,10,400,143,0.7185929648241206,5.686383388476023
200,10,400,144,0.7236180904522613,8.874197433402925
200,10,400,145,0.7286432160804021,7.567495585269188
200,10,400,146,0.7336683417085427,4.231194034595732
200,10,400,147,0.7386934673366834,4.851533257060532
200,10,400,148,0.7437185929648241,14.858710538110813
200,10,400,149,0.7487437185929648,9.971195129620035
200,10,400,150,0.7537688442211056,9.63925311371907
200,10,400,151,0.7587939698492463,10.761399777912553
200,10,400,152,0.7638190954773869,11.844031020918449
200,10,400,153,0.7688442211055276,10.822318524281002
200,10,400,154,0.7738693467336684,14.024851974727982
200,10,400,155,0.7788944723618091,7.042183448967814
200,10,400,156,0.7839195979899498,9.674895817965066
200,10,400,157,0.7889447236180904,6.235694482051031
200,10,400,158,0.7939698492462312,9.19124399221532
200,10,400,159,0.7989949748743719,4.553444406121461
200,10,400,160,0.8040201005025126,6.668322286685851
200,10,400,161,0.8090452261306533,17.192674924957007
200,10,400,162,0.8140703517587939,7.689209525599225
200,10,400,163,0.8190954773869347,3.9408767292637523
200,10,400,164,0.8241206030150754,8.432578878527863
200,10,400,165,0.8291457286432161,5.892301424283177
200,10,400,166,0.8341708542713568,5.487332290180327
200,10,400,167,0.8391959798994975,4.150505439978862
200,10,400,168,0.8442211055276382,3.5961330018615967
200,10,400,169,0.8492462311557789,8.095965007959114
200,10,400,170,0.8542713567839196,12.462360973313027
200,10,400,171,0.8592964824120604,9.13025417526098
200,10,400,172,0.864321608040201,10.203262582820932
200,10,400,173,0.8693467336683417,6.708838137753946
200,10,400,174,0.8743718592964824,4.077361303441081
200,10,400,175,0.8793969849246231,7.199421209687207
200,10,400,176,0.8844221105527639,5.998139022812873
200,10,400,177,0.8894472361809045,12.790737488995005
200,10,400,178,0.8944723618090452,7.740788784354137
200,10,400,179,0.8994974874371859,9.119087795537228
200,10,400,180,0.9045226130653267,11.58557244808848
200,10,400,181,0.9095477386934674,8.682715905753893
200,10,400,182,0.914572864321608,7.826807242756594
200,10,400,183,0.9195979899497487,7.062190514753016
200,10,400,184,0.9246231155778895,9.556486057844547
200,10,400,185,0.9296482412060302,10.59540421148375
200,10,400,186,0.9346733668341709,6.098350501732212
200,10,400,187,0.9396984924623115,6.0626067747582235
200,10,400,188,0.9447236180904522,9.178250019427761
200,10,400,189,0.949748743718593,5.367051567884512
200,10,400,190,0.9547738693467337,6.031232066998873
200,10,400,191,0.9597989949748744,3.77825495424214
200,10,400,192,0.964824120603015,8.05408126228632
200,10,400,193,0.9698492462311558,8.272540131239854
200,10,400,194,0.9748743718592965,6.283373484116827
200,10,400,195,0.9798994974874372,10.547536823948386
200,10,400,196,0.9849246231155779,8.514419452876092
200,10,400,197,0.9899497487437187,5.58092020001596
200,10,400,198,0.9949748743718593,10.696668750561352
200,10,400,199,1.0,8.343479063899682
200,10,800,0,0.0,
200,10,800,1,0.005025125628140704,0.16675775580329388
200,10,800,2,0.010050251256281407,0.36113785036061213
200,10,800,3,0.01507537688442211,0.5595993376443086
200,10,800,4,0.020100502512562814,0.7977764392946448
200,10,800,5,0.02512562814070352,1.0320493315122894
200,10,800,6,0.03015075376884422,1.3278370633725074
200,10,800,7,0.035175879396984924,1.609043488515839
200,10,800,8,0.04020100502512563,1.9314579621505623
200,10,800,9,0.04522613065326633,2.2470905968414727
200,10,800,10,0.05025125628140704,2.5695790086973482
200,10,800,11,0.05527638190954774,2.9870515634863293
200,10,800,12,0.06030150753768844,3.3455819495141634
200,10,800,13,0.06532663316582915,3.513363297671702
200,10,800,14,0.07035175879396985,4.044345565419119
200,10,800,15,0.07537688442211056,4.56147684833048
200,10,800,16,0.08040201005025126,4.702886595877929
200,10,800,17,0.08542713567839195,4.95715806822213
200,10,800,18,0.09045226130653267,5.578650115733262
200,10,800,19,0.09547738693467336,5.728328041960419
200,10,800,20,0.10050251256281408,6.498366564020359
200,10,800,21,0.10552763819095477,6.656920345320089
200,10,800,22,0.11055276381909548,6.610525150835146
200,10,800,23,0.11557788944723618,6.79018680732832
200,10,800,24,0.12060301507537688,7.444220584748028
200,10,800,25,0.12562814070351758,6.249507769928178
200,10,800,26,0.1306532663316583,6.316205634311154
200,10,800,27,0.135678391959799,7.7255173076576575
200,10,800,28,0.1407035175879397,6.333262809589231
200,10,800,29,0.1457286432160804,6.918697109675091
200,10,800,30,0.15075376884422112,5.854039095225153
200,10,800,31,0.15577889447236182,8.196450195993737
200,10,800,32,0.16080402010050251,6.424972705781659
200,10,800,33,0.1658291457286432,7.767539905262032
200,10,800,34,0.1708542713567839,5.861725516088399
200,10,800,35,0.17587939698492464,7.677039061711449
200,10,800,36,0.18090452261306533,8.891999749529038
200,10,800,37,0.18592964824120603,9.725168742204962
200,10,800,38,0.19095477386934673,6.640151270372799
200,10,800,39,0.19597989949748745,9.192111535910085
200,10,800,40,0.20100502512562815,6.807647790012829
200,10,800,41,0.20603015075376885,7.070378006462533
200,10,800,42,0.21105527638190955,11.275860060122007
200,10,800,43,0.21608040201005024,8.82539080163922
200,10,800,44,0.22110552763819097,9.968485555939548
200,10,800,45,0.22613065326633167,7.848876673265109
200,10,800,46,0.23115577889447236,7.5596136715340965
200,10,800,47,0.23618090452261306,7.008282801724655
200,10,800,48,0.24120603015075376,11.469256012548236
200,10,800,49,0.24623115577889448,11.08135530752527
200,10,800,50,0.25125628140703515,7.040163773121836
200,10,800,51,0.2562814070351759,10.527035908480165
200,10,800,52,0.2613065326633166,6.2714775444102795
200,10,800,53,0.2663316582914573,4.942627064587993
200,10,800,54,0.271356783919598,6.594527121491
200,10,800,55,0.2763819095477387,9.934985223900291
200,10,800,56,0.2814070351758794,5.691637648203312
200,10,800,57,0.2864321608040201,6.826030994971099
200,10,800,58,0.2914572864321608,6.732605719030818
200,10,800,59,0.2964824120603015,7.579472946904427
200,10,800,60,0.30150753768844224,11.796094020624942
200,10,800,61,0.3065326633165829,7.793976401606671
200,10,800,62,0.31155778894472363,8.783447455334175
200,10,800,63,0.3165829145728643,7.235908646600441
200,10,800,64,0.32160804020100503,8.174211595308666
200,10,800,65,0.32663316582914576,6.2288418474251035
200,10,800,66,0.3316582914572864,10.235690687889205
200,10,800,67,0.33668341708542715,7.366512684780104
200,10,800,68,0.3417085427135678,9.413645795641141
200,10,800,69,0.34673366834170855,12.84245632900297
200,10,800,70,0.35175879396984927,5.854655811730447
200,10,800,71,0.35678391959798994,7.0267219288372615
200,10,800,72,0.36180904522613067,10.134441372944927
200,10,800,73,0.36683417085427134,7.642653016143797
200,10,800,74,0.37185929648241206,6.7127142608045105
200,10,800,75,0.3768844221105528,7.0166265615955785
200,10,800,76,0.38190954773869346,6.830796332572892
200,10,800,77,0.3869346733668342,10.153057309262909
200,10,800,78,0.3919597989949749,6.750046848441074
200,10,800,79,0.3969849246231156,6.247947389605284
200,10,800,80,0.4020100502512563,5.729829445957477
200,10,800,81,0.40703517587939697,7.9659439804657834
200,10,800,82,0.4120603015075377,8.281564040767291
200,10,800,83,0.4170854271356784,10.792400960788246
200,10,800,84,0.4221105527638191,10.275131076383802
200,10,800,85,0.4271356783919598,4.162275218363775
200,10,800,86,0.4321608040201005,10.801868901059839
200,10,800,87,0.4371859296482412,10.555594447014485
200,10,800,88,0.44221105527638194,11.030775929783113
200,10,800,89,0.4472361809045226,5.124956733340256
200,10,800,90,0.45226130653266333,7.918132018010375
200,10,800,91,0.457286432160804,15.569035762732419
200,10,800,92,0.4623115577889447,10.818723405466686
200,10,800,93,0.46733668341708545,5.501176521014614
200,10,800,94,0.4723618090452261,11.222224807527132
200,10,800,95,0.47738693467336685,7.720318767933116
200,10,800,96,0.4824120603015075,6.828905308093748
200,10,800,97,0.48743718592964824,8.401201092286497
200,10,800,98,0.49246231155778897,9.165463843424632
200,10,800,99,0.49748743718592964,7.809439491227525
200,10,800,100,0.5025125628140703,9.804999445414092
200,10,800,101,0.507537688442211,5.295513135601479
200,10,800,102,0.5125628140703518,9.246701778282088
200,10,800,103,0.5175879396984925,8.39776924375505
200,10,800,104,0.5226130653266332,3.659746442826356
200,10,800,105,0.5276381909547738,2.9265653238428797
200,10,800,106,0.5326633165829145,8.239857654403009
200,10,800,107,0.5376884422110553,4.777815937528743
200,10,800,108,0.542713567839196,5.1747325015855274
200,10,800,109,0.5477386934673367,3.344530040073535
200,10,800,110,0.5527638190954774,8.347865539533554
200,10,800,111,0.5577889447236181,8.848172359732589
200,10,800,112,0.5628140703517588,7.706021508244105
200,10,800,113,0.5678391959798995,7.5824745575887835
200,10,800,114,0.5728643216080402,7.454696456184771
200,10,800,115,0.577889447236181,6.35905541291581
200,10,800,116,0.5829145728643216,4.252296166130831
200,10,800,117,0.5879396984924623,4.957661442899095
200,10,800,118,0.592964824120603,9.001766401525748
200,10,800,119,0.5979899497487438,9.498749115179715
200,10,800,120,0.6030150753768845,10.156440073852398
200,10,800,121,0.6080402010050251,5.285623743506604
200,10,800,122,0.6130653266331658,6.317496316223209
200,10,800,123,0.6180904522613065,5.200387316262045
200,10,800,124,0.6231155778894473,8.291139815960976
200,10,800,125,0.628140703517588,4.427507935950972
200,10,800,126,0.6331658291457286,10.164772407536377
200,10,800,127,0.6381909547738693,8.871999012651866
200,10,800,128,0.6432160804020101,3.6563863638724734
200,10,800,129,0.6482412060301508,9.204690499677216
200,10,800,130,0.6532663316582915,10.27752954546231
200,10,800,131,0.6582914572864321,5.326736394075395
200,10,800,132,0.6633165829145728,6.886796866972202
200,10,800,133,0.6683417085427136,6.329487648547174
200,10,800,134,0.6733668341708543,10.662303208085053
200,10,800,135,0.678391959798995,9.474052856554653
200,10,800,136,0.6834170854271356,6.864097101459506
200,10,800,137,0.6884422110552764,6.465671970508243
200,10,800,138,0.6934673366834171,8.667471360564871
200,10,800,139,0.6984924623115578,7.704416805654583
200,10,800,140,0.7035175879396985,10.676478280427238
200,10,800,141,0.7085427135678392,3.338510378236439
200,10,800,142,0.7135678391959799,9.43381802029101
200,10,800,143,0.7185929648241206,6.620518584812981
200,10,800,144,0.7236180904522613,12.434248020158126
200,10,800,145,0.7286432160804021,3.444896690238326
200,10,800,146,0.7336683417085427,6.733173604784801
200,10,800,147,0.7386934673366834,10.431663696814619
200,10,800,148,0.7437185929648241,7.286172789980146
200,10,800,149,0.7487437185929648,8.081797821659432
200,10,800,150,0.7537688442211056,3.684334686020564
200,10,800,151,0.7587939698492463,6.457412289949739
200,10,800,152,0.7638190954773869,6.0244560514319865
200,10,800,153,0.7688442211055276,7.596972658997085
200,10,800,154,0.7738693467336684,7.74429720289111
200,10,800,155,0.7788944723618091,8.521135813272155
200,10,800,156,0.7839195979899498,7.0019826467497595
200,10,800,157,0.7889447236180904,6.820841484343491
200,10,800,158,0.7939698492462312,5.226650067301155
200,10,800,159,0.7989949748743719,17.061164883217383
200,10,800,160,0.8040201005025126,11.043361667772713
200,10,800,161,0.8090452261306533,7.552722393782946
200,10,800,162,0.8140703517587939,4.962535084695298
200,10,800,163,0.8190954773869347,10.76294737505882
200,10,800,164,0.8241206030150754,6.845086934753182
200,10,800,165,0.8291457286432161,8.826111141998865
200,10,800,166,0.8341708542713568,7.666855427745704
200,10,800,167,0.8391959798994975,7.23828920911481
200,10,800,168,0.8442211055276382,3.945926964451125
200,10,800,169,0.8492462311557789,6.472029196763831
200,10,800,170,0.8542713567839196,5.513062817727119
200,10,800,171,0.8592964824120604,6.135004001271459
200,10,800,172,0.864321608040201,11.08069533888866
200,10,800,173,0.8693467336683417,8.158770034620082
200,10,800,174,0.8743718592964824,10.459509680786574
200,10,800,175,0.8793969849246231,4.8766953034669935
200,10,800,176,0.8844221105527639,7.773640897013961
200,10,800,177,0.8894472361809045,12.218288315211872
200,10,800,178,0.8944723618090452,5.111451452973706
200,10,800,179,0.8994974874371859,9.972498352228564
200,10,800,180,0.9045226130653267,3.8717399764357565
200,10,800,181,0.9095477386934674,6.866880009876222
200,10,800,182,0.914572864321608,7.906673320835292
200,10,800,183,0.9195979899497487,12.278201919312554
200,10,800,184,0.9246231155778895,6.25002092512981
200,10,800,185,0.9296482412060302,7.766981212806579
200,10,800,186,0.9346733668341709,5.494909773610376
200,10,800,187,0.9396984924623115,9.974542960633668
200,10,800,188,0.9447236180904522,9.99640481282327
200,10,800,189,0.949748743718593,7.269254265070998
200,10,800,190,0.9547738693467337,7.624847037507197
200,10,800,191,0.9597989949748744,1.9575046965467737
200,10,800,192,0.964824120603015,11.39586878163107
200,10,800,193,0.9698492462311558,4.041562759239456
200,10,800,194,0.9748743718592965,5.141646854925869
200,10,800,195,0.9798994974874372,12.701868953418941
200,10,800,196,0.9849246231155779,3.7788385100020387
200,10,800,197,0.9899497487437187,7.4245775495128035
200,10,800,198,0.9949748743718593,3.987421622772086
200,10,800,199,1.0,8.796012507935798
