A,B,C,trial,beta_idx,beta,true_ratio,est_ratio,geom_error_ratio
200,10,50,0,190,0.9547738693467337,0.9998447837029483,,0.01324793322186045
200,10,50,0,191,0.9597989949748744,0.9998489610208792,,0.013252111179551811
200,10,50,0,192,0.964824120603015,0.9998530253567318,,0.01325617612110878
200,10,50,0,193,0.9698492462311558,0.9998569797949692,,0.013260131132812715
200,10,50,0,194,0.9748743718592965,0.9998608273343988,,0.013263979215193039
200,10,50,0,195,0.9798994974874372,0.9998645708906196,,0.01326772328547801
200,10,50,0,196,0.9849246231155779,0.9998682132983956,,0.013271366179973466
200,10,50,0,197,0.9899497487437187,0.9998717573139796,,0.01327491065639115
200,10,50,0,198,0.9949748743718593,0.9998752056173279,,0.013278359396069288
200,10,50,1,0,0.0,0.6057111031639847,,0.1542287531822792
200,10,50,1,1,0.005025125628140704,0.6093704945850715,,0.14820544990540485
200,10,50,1,2,0.010050251256281407,0.6131668885774811,,0.15374912584599382
200,10,50,1,3,0.01507537688442211,0.617101581665824,,0.14180291462833344
200,10,50,1,4,0.020100502512562814,0.6211758999491288,,0.14380286098520823
200,10,50,1,5,0.02512562814070352,0.625391313262267,,0.1281411446290996
200,10,50,1,6,0.03015075376884422,0.6297495858409324,,0.11530964055258008
200,10,50,1,7,0.035175879396984924,0.6342529730184275,,0.11343765398368189
200,10,50,1,8,0.04020100502512563,0.6389044761216441,,0.10676374610017653
200,10,50,1,9,0.04522613065326633,0.6437081708639487,,0.11809537433599149
200,10,50,1,10,0.05025125628140704,0.6486696279790601,,0.08570835883154859
200,10,50,1,11,0.05527638190954774,0.65379644818148,,0.08277417772936918
200,10,50,1,12,0.06030150753768844,0.6590989359639658,,0.103216661632339
200,10,50,1,13,0.06532663316582915,0.6645909368517411,,0.06146017929833386
200,10,50,1,14,0.07035175879396985,0.6702908582887768,,0.0802730227704524
200,10,50,1,15,0.07537688442211056,0.6762228819666632,,0.05648119232892923
200,10,50,1,16,0.08040201005025126,0.6824183503531756,,0.06918500170435299
200,10,50,1,17,0.08542713567839195,0.6889172661580437,,0.03995509265662578
200,10,50,1,18,0.09045226130653267,0.6957697730624184,,0.05731098889795333
200,10,50,1,19,0.09547738693467336,0.7030373820688337,,0.016334367798105764
200,10,50,1,20,0.10050251256281408,0.7107935667574311,,0.04326893444898455
