N,A,B,C,seed,Z_est,Z_std,rel_error,time_seconds
100000,20,10,500,77,6.335100275462299,10.633397674094926,5.306487863167981,1.2007989883422852
100000,20,10,500,101,4.527147200432463,7.638151637081334,3.506700388766741,1.2990520000457764
100000,20,20,250,11,2.4701078811021637,7.397329083010933,1.4589516654098427,1.1686179637908936
100000,20,20,250,23,2.562368139055371,4.65274912610614,1.5507952308997655,1.079206943511963
100000,20,20,250,42,6.95266995904989,20.220357534899236,5.921268299918277,1.0664100646972656
100000,20,20,250,77,6.3694967790351935,19.36746034889382,5.340729015302237,1.0678930282592773
100000,20,20,250,101,9.087939244578715,23.449211276185192,8.046893664672305,1.06247878074646
100000,20,25,200,11,8.553292323541807,13.078055620576395,7.51466147070702,1.0245070457458496
100000,20,25,200,23,1.121486032522181,2.4252604624732226,0.11642085291182312,1.0212817192077637
100000,20,25,200,42,1.0258048326503009,2.6724289756391006,0.02117179615062958,1.0225470066070557
100000,20,25,200,77,5.44544011562704,11.71778009889038,4.420845843881125,1.022339105606079
100000,20,25,200,101,2.1342847661287156,4.718926904131797,1.1246452919252072,1.0243020057678223
100000,20,50,100,11,11.539815392035642,54.35753245868658,10.487695939865937,0.9660201072692871
100000,20,50,100,23,8.209421949897962,25.97489323113051,7.172344183909267,0.9635648727416992
100000,20,50,100,42,3.518381037300585,8.98927155915568,2.5024903071668128,0.9621670246124268
100000,20,50,100,77,18.21977250638135,74.3679663042165,17.137483099711584,0.9678950309753418
100000,20,50,100,101,5.144892704343485,17.687315026908337,4.121655851749868,1.4486896991729736
100000,20,100,50,11,12.522634744482009,54.516802150150916,11.466076399271897,0.931499719619751
100000,20,100,50,23,3.8141039409215898,14.560826157881998,2.7968775814725175,0.9287161827087402
100000,20,100,50,42,35.07189336404533,327.18677606282887,33.91349153467552,0.926321268081665
100000,20,100,50,77,10.246563308903294,72.24942718386899,9.20028481586511,0.9267251491546631
100000,20,100,50,101,5.158781335719639,37.44774885235043,4.135481755271709,0.9329931735992432
100000,20,200,25,11,3.9581006367207294,29.71697861183902,2.9402239177429874,0.9156818389892578
100000,20,200,25,23,1.1772625303108954,7.2273709203733425,0.17194543674785007,0.9145598411560059
100000,20,200,25,42,2.7521353118138454,26.85622790718485,1.7397053222623977,0.9165360927581787
100000,20,200,25,77,2.1325478998306373,11.023004290813613,1.1229162701650937,0.9161558151245117
100000,20,200,25,101,1.8838001082857858,10.375382385917224,0.8752919453468146,0.9143691062927246
100000,25,5,800,11,5.222686299961202,3.5844222320557875,4.199098093429227,1.4941589832305908
100000,25,5,800,23,3.0619770020342285,3.7975352970516485,2.0481476158195755,1.4953491687774658
100000,25,5,800,42,4.079333730656754,6.743311797584504,3.0609094637134575,1.4986109733581543
100000,25,5,800,77,20.49108491480468,41.42282704673702,19.398537150057976,1.4939789772033691
100000,25,5,800,101,0.5240031856377604,0.7143428766269374,0.4783634691173468,1.51072096824646
100000,25,10,400,11,5.448786762357336,9.492015835420252,4.424177375517439,1.2628629207611084
100000,25,10,400,23,3.311928472380874,9.37427924476331,2.296970183037279,1.2114109992980957
100000,25,10,400,42,6.835312178110665,11.19682629570665,5.804440564135114,1.211472988128662
100000,25,10,400,77,6.430684964604433,9.365241077966719,5.401640845089102,1.2101151943206787
100000,25,10,400,101,10.490077649437573,29.553477032533362,9.44269932649805,1.206186056137085
100000,25,20,200,11,17.750216245809128,64.67194788072405,16.670047584942694,1.0603141784667969
100000,25,20,200,23,8.684899388235227,30.019416046305622,7.645674133507476,1.1352856159210205
100000,25,20,200,42,4.652909309623047,9.06725531596681,3.631894494743059,1.1164188385009766
100000,25,20,200,77,2.058501247642531,3.4336569313001823,1.049204048885623,1.0612170696258545
100000,25,20,200,101,3.381599346068511,7.194972485672055,2.3663263889728405,1.06465482711792
100000,25,25,160,11,3.3552373263926727,5.894440320100129,2.3400834330754865,1.0311696529388428
100000,25,25,160,23,2.291773785440187,5.763707528138445,1.2814230137739029,1.0321180820465088
100000,25,25,160,42,2.635890748044133,8.517252867750468,1.6239857758153686,1.0328459739685059
100000,25,25,160,77,7.3022211933829,19.521373856297178,6.269240789858959,1.0338668823242188
100000,25,25,160,101,68.22472113494959,335.91340957329504,66.9165849153322,1.0607471466064453
100000,25,50,80,11,7.356540627102659,20.49733959177412,6.323314890440235,0.9719810485839844
100000,25,50,80,23,7.19457009147642,27.124436775686085,6.1620758929970325,0.9720120429992676
100000,25,50,80,42,8.942658631300196,32.54439045186647,7.902269209721951,0.9725959300994873
100000,25,50,80,77,5.3581955964405426,18.872246359551962,4.33399536362769,0.97216796875
100000,25,50,80,101,5.598160845517965,18.28321966780359,4.572876812237185,0.9866149425506592
100000,25,100,40,11,5.279218332750004,19.177941432028444,4.255374799899635,0.9549331665039062
100000,25,100,40,23,6.956834683668087,39.43933874771489,5.9254142146025055,0.9437007904052734
100000,25,100,40,42,34.719141368697066,236.3419828943775,33.562332739922304,0.9445929527282715
100000,25,100,40,77,7.78434305258648,29.206583459911833,6.749185150868064,0.941694974899292
100000,25,100,40,101,4.493365208261351,20.784769542941262,3.473070972600127,0.942209005355835
100000,25,200,20,11,1.7667550960972362,10.313415423787216,0.7587755656976274,0.9304776191711426
100000,25,200,20,23,0.9539709063558515,7.278457776146333,0.050337692987897066,0.9271681308746338
100000,25,200,20,42,0.2798744899763728,1.165813146736069,0.7213895601490661,0.9268109798431396
100000,25,200,20,77,4.168400844678502,30.22561252404086,3.1495743070721627,0.9271960258483887
100000,25,200,20,101,3.8328055475373963,24.232637390170286,2.8154947224830784,0.9277868270874023
100000,50,5,400,11,15.412593577000056,16.979673727013182,14.342982763788783,1.617607831954956
100000,50,5,400,23,11.32859747572383,12.396691983183104,10.277431987002638,1.5401711463928223
100000,50,5,400,42,1.892313427416223,2.547343248063105,0.883766814162914,1.5394129753112793
100000,50,5,400,77,2.29544634897341,3.253783358198971,1.2850789902134063,1.631575107574463
100000,50,5,400,101,0.3694068032177027,0.6311258409358955,0.6322616186380539,1.57875394821167
100000,50,10,200,11,25.263344156212362,37.69170025964802,24.149242533901727,1.341458797454834
100000,50,10,200,23,9.326255364873806,13.513424389403673,8.284133432771887,1.293842077255249
100000,50,10,200,42,3.6134210770085033,5.431275424211712,2.5971010995570336,1.269420862197876
100000,50,10,200,77,4.619397357800566,10.874191336850947,3.598533899290744,1.3110580444335938
100000,50,10,200,101,3.256153985520867,4.938594163276222,2.241447601047622,1.3196461200714111
100000,50,20,100,11,4.57040761549403,10.145161039889658,3.549765418628715,1.1135151386260986
100000,50,20,100,23,4.186035549022611,7.77922932990973,3.167129364463667,1.194131851196289
100000,50,20,100,42,7.784587259393201,15.19197168379345,6.749428254717368,1.1223089694976807
100000,50,20,100,77,4.8927539375746125,10.918571414208836,3.870655867010715,1.0927619934082031
100000,50,20,100,101,6.154257542967988,11.699531990417471,5.126461904930993,1.1090760231018066
100000,50,25,80,11,5.178883141996703,8.665032351876437,4.155492771956808,1.078279972076416
100000,50,25,80,23,2.498851230523926,7.031687599977754,1.487565195802921,1.152878761291504
100000,50,25,80,42,5.7766879859154425,12.414172850809036,4.750597636724153,1.1042420864105225
100000,50,25,80,77,15.205385516960234,32.188811467174496,14.136710556724728,1.063744068145752
100000,50,25,80,101,54.22750995926919,165.8683030897412,52.98259199346231,1.0691797733306885
100000,50,50,40,11,5.31749312610373,17.883680806172308,4.293476725560618,1.0723581314086914
100000,50,50,40,23,6.681319514218368,18.245026605777028,5.651143406453927,1.0170488357543945
100000,50,50,40,42,19.471500075171527,72.03911081255208,18.383557254392894,1.0170972347259521
100000,50,50,40,77,6.33778788109446,28.090085731054042,5.309163330258195,1.0036990642547607
100000,50,50,40,101,5.438853193035056,19.613114842727125,4.414288671054221,0.9997298717498779
100000,50,100,20,11,5.184501598905815,17.58094104866915,4.1610858531656865,0.9675469398498535
100000,50,100,20,23,3.5734208678184767,16.622573286906324,2.557281550881827,0.9688992500305176
100000,50,100,20,42,12.863885602537735,107.8032014410879,11.805786001495525,0.9669921398162842
100000,50,100,20,77,9.303778672553905,34.23024542980531,8.261758256191234,0.9673910140991211
100000,50,100,20,101,1.6086141335882027,6.47302183673019,0.6013488451458134,1.0168850421905518
100000,50,200,10,11,2.1598842683217727,12.675839785112,1.1501291742417938,1.0560591220855713
100000,50,200,10,23,1.68353212460637,8.045793447280849,0.6759284698628857,0.9499080181121826
100000,50,200,10,42,1.0428471374740176,7.2899850169858,0.038137129587807975,0.9603970050811768
100000,50,200,10,77,5.875505129970223,56.431399375403366,4.8489684742100545,0.958949089050293
100000,50,200,10,101,3.191501192411643,16.741798891457197,2.1770868115834836,0.9539279937744141
