tensor_type,n_sites,dim,N,A,B,C,seed,Z_est,Z_std,Z_true,rel_error,time_seconds
spikes,16,3,100000,200,5,100,23,1.9594883659107107e+17,1.716843917627821e+17,1.6829668154011603e+17,0.16430600293425118,1.5497958660125732
spikes,16,3,100000,200,5,100,42,1.8534293750404694e+17,1.2402128134838571e+17,1.6829668154011603e+17,0.10128694046690209,1.5487890243530273
spikes,16,3,100000,200,5,100,77,2.5674050245820877e+17,3.179521658987543e+17,1.6829668154011603e+17,0.5255232611167727,1.5532050132751465
spikes,16,3,100000,200,5,100,101,9.098515267148886e+16,6.820976465956659e+16,1.6829668154011603e+17,0.45937643072420775,1.5773169994354248
spikes,16,3,100000,200,10,50,11,1.2936421868859768e+17,8.772005573010482e+16,1.6829668154011603e+17,0.23133232631350617,1.260667324066162
spikes,16,3,100000,200,10,50,23,1.6957324594085366e+17,1.484460602560518e+17,1.6829668154011603e+17,0.007585202447579716,1.2577850818634033
spikes,16,3,100000,200,10,50,42,1.0114266018214278e+17,6.280361441897516e+16,1.6829668154011603e+17,0.3990216606972496,1.3172049522399902
spikes,16,3,100000,200,10,50,77,1.462207985464819e+17,9.101723926831618e+16,1.6829668154011603e+17,0.13117241998840024,1.2563080787658691
spikes,16,3,100000,200,10,50,101,1.9610190446838365e+17,1.2646608813390478e+17,1.6829668154011603e+17,0.16521551508809654,1.2560226917266846
spikes,16,3,100000,200,20,25,11,1.3029763223170334e+17,1.3866908047442752e+17,1.6829668154011603e+17,0.2257860877628478,1.1063549518585205
spikes,16,3,100000,200,20,25,23,2.8140488831621178e+17,5.288116767223739e+17,1.6829668154011603e+17,0.6720762747133235,1.1133270263671875
spikes,16,3,100000,200,20,25,42,1.3388456600247498e+17,1.1700560888116362e+17,1.6829668154011603e+17,0.2044729297258212,1.1045889854431152
spikes,16,3,100000,200,20,25,77,1.3686145493202573e+17,2.614572211673622e+17,1.6829668154011603e+17,0.18678458969256176,1.1049799919128418
spikes,16,3,100000,200,20,25,101,2.0264231889306874e+17,3.0856732120520384e+17,1.6829668154011603e+17,0.20407792381079068,1.1264092922210693
spikes,16,3,100000,200,25,20,11,2.0354226425950182e+17,3.2920510951645485e+17,1.6829668154011603e+17,0.2094252982105561,1.0741760730743408
spikes,16,3,100000,200,25,20,23,2.3976032169585542e+17,2.4057994877311024e+17,1.6829668154011603e+17,0.4246289320844687,1.0722501277923584
spikes,16,3,100000,200,25,20,42,1.972488138136263e+17,2.6452128028120506e+17,1.6829668154011603e+17,0.1720303217423161,1.0721890926361084
spikes,16,3,100000,200,25,20,77,2.2409801253262058e+17,3.2530360586211405e+17,1.6829668154011603e+17,0.33156524823814465,1.0743861198425293
spikes,16,3,100000,200,25,20,101,1.4777491388609498e+17,2.1313621376126464e+17,1.6829668154011603e+17,0.12193804100129797,1.072185754776001
spikes,16,3,100000,200,50,10,11,1.4789717075091946e+17,2.558370472092238e+17,1.6829668154011603e+17,0.12121160442687663,1.0146918296813965
spikes,16,3,100000,200,50,10,23,1.761269896241872e+17,3.9703414422595725e+17,1.6829668154011603e+17,0.0465268121297133,1.0155389308929443
spikes,16,3,100000,200,50,10,42,2.0366826826608563e+17,3.791844915441336e+17,1.6829668154011603e+17,0.21017399988090824,1.0149269104003906
spikes,16,3,100000,200,50,10,77,1.45903112388199e+17,4.076909641729648e+17,1.6829668154011603e+17,0.1330600754987506,1.0138351917266846
spikes,16,3,100000,200,50,10,101,1.520047489433462e+17,2.590527514615748e+17,1.6829668154011603e+17,0.0968048356490404,1.0169789791107178
spikes,16,3,100000,200,100,5,11,1.636494391600691e+17,3.490578074083809e+17,1.6829668154011603e+17,0.027613392834125516,0.9847288131713867
spikes,16,3,100000,200,100,5,23,1.0387169752793126e+17,1.7149342602765034e+17,1.6829668154011603e+17,0.3828060269674902,0.9855496883392334
spikes,16,3,100000,200,100,5,42,2.0720811525231952e+17,5.265684508950239e+17,1.6829668154011603e+17,0.2312073735270197,0.9846310615539551
spikes,16,3,100000,200,100,5,77,1.088220952770181e+17,2.897794338672276e+17,1.6829668154011603e+17,0.3533913189424432,0.9837369918823242
spikes,16,3,100000,200,100,5,101,1.7250185476557085e+17,4.630939364522194e+17,1.6829668154011603e+17,0.024986667514608422,0.9849770069122314
spikes,16,3,100000,500,5,40,11,1.1953748691774805e+17,6.595051601531771e+16,1.6829668154011603e+17,0.2897216640052733,1.5679612159729004
spikes,16,3,100000,500,5,40,23,2.249317594671581e+17,3.774810106322036e+16,1.6829668154011603e+17,0.33651927898258804,1.563819169998169
spikes,16,3,100000,500,5,40,42,2.121262058364042e+17,7.679510503843955e+16,1.6829668154011603e+17,0.26043011600226196,1.5697457790374756
spikes,16,3,100000,500,5,40,77,1.5490148785142922e+17,1.0352903889697005e+17,1.6829668154011603e+17,0.07959273805107007,1.5646777153015137
spikes,16,3,100000,500,5,40,101,1.4623444106483434e+17,8.272296152655469e+16,1.6829668154011603e+17,0.13109135767494517,1.639185905456543
spikes,16,3,100000,500,10,20,11,2.3004578894890144e+17,1.4601651383442026e+17,1.6829668154011603e+17,0.3669062684047432,1.2723288536071777
spikes,16,3,100000,500,10,20,23,1.635499552605203e+17,1.2133179510199606e+17,1.6829668154011603e+17,0.028204515003846294,1.270808219909668
spikes,16,3,100000,500,10,20,42,1.2672341650259725e+17,9.035567613989766e+16,1.6829668154011603e+17,0.2470236766231732,1.2733891010284424
spikes,16,3,100000,500,10,20,77,1.858459842824857e+17,9.793714976978107e+16,1.6829668154011603e+17,0.10427598798605263,1.2724790573120117
spikes,16,3,100000,500,10,20,101,1.421835908845141e+17,1.2463180413630574e+17,1.6829668154011603e+17,0.155161054969331,1.2706999778747559
spikes,16,3,100000,500,20,10,11,1.160718588016138e+17,1.2659061821092974e+17,1.6829668154011603e+17,0.31031403745209124,1.1221089363098145
spikes,16,3,100000,500,20,10,23,1.588405694988612e+17,1.1107092013251355e+17,1.6829668154011603e+17,0.05618715683945819,1.123872995376587
spikes,16,3,100000,500,20,10,42,1.5608159202825514e+17,1.4404802604928794e+17,1.6829668154011603e+17,0.07258069143181083,1.1241562366485596
spikes,16,3,100000,500,20,10,77,1.381923613527583e+17,2.0923642547152867e+17,1.6829668154011603e+17,0.1788764930589669,1.1220557689666748
spikes,16,3,100000,500,20,10,101,1.817378606737172e+17,2.640137412187825e+17,1.6829668154011603e+17,0.07986597840550555,1.1242339611053467
spikes,16,3,100000,500,25,8,11,1.53109540943572e+17,1.7121169016162608e+17,1.6829668154011603e+17,0.09024028553363929,1.0910961627960205
spikes,16,3,100000,500,25,8,23,2.542175044511084e+17,3.015937955985106e+17,1.6829668154011603e+17,0.5105318900213245,1.0959811210632324
spikes,16,3,100000,500,25,8,42,1.6183549517182253e+17,1.3146665932060883e+17,1.6829668154011603e+17,0.038391644500449545,1.0905840396881104
spikes,16,3,100000,500,25,8,77,2.060078906817364e+17,3.1203201139787584e+17,1.6829668154011603e+17,0.22407577378542262,1.090824842453003
spikes,16,3,100000,500,25,8,101,1.943221079765514e+17,2.9197484097056096e+17,1.6829668154011603e+17,0.15464016401435587,1.0905232429504395
spikes,16,3,100000,500,50,4,11,1.5881618248932544e+17,2.923341255416269e+17,1.6829668154011603e+17,0.056332061714067565,1.033724069595337
spikes,16,3,100000,500,50,4,23,1.681892490513712e+17,2.867148555135475e+17,1.6829668154011603e+17,0.0006383517949474474,1.0327460765838623
spikes,16,3,100000,500,50,4,42,1.7019046194959933e+17,1.951091124213162e+17,1.6829668154011603e+17,0.011252630724224263,1.0333449840545654
spikes,16,3,100000,500,50,4,77,1.704900162371529e+17,3.8937812520654995e+17,1.6829668154011603e+17,0.013032548692970217,1.0320959091186523
spikes,16,3,100000,500,50,4,101,1.3986254607009531e+17,2.6235282143287526e+17,1.6829668154011603e+17,0.16895244285160202,1.037644624710083
spikes,16,3,100000,500,100,2,11,1.4812607603511533e+17,2.806774548680919e+17,1.6829668154011603e+17,0.11985147490975773,1.0095391273498535
spikes,16,3,100000,500,100,2,23,1.0697150672839946e+17,1.4769649313023907e+17,1.6829668154011603e+17,0.3643873084752346,1.0204360485076904
spikes,16,3,100000,500,100,2,42,2.4292844259875677e+17,6.427583765712339e+17,1.6829668154011603e+17,0.4434535510484866,1.0107181072235107
spikes,16,3,100000,500,100,2,77,1.0007081230943955e+17,2.1711137851304595e+17,1.6829668154011603e+17,0.4053904605030125,1.0796558856964111
spikes,16,3,100000,500,100,2,101,1.5760886700891408e+17,3.791918842343501e+17,1.6829668154011603e+17,0.06350579484631343,1.0142860412597656
spikes,16,3,100000,500,200,1,11,9.977506623094933e+16,3.7881237647147795e+17,1.6829668154011603e+17,0.4071477505207585,1.0115880966186523
spikes,16,3,100000,500,200,1,23,1.0196454447611763e+17,3.685262083311287e+17,1.6829668154011603e+17,0.3941381164321243,1.010216236114502
spikes,16,3,100000,500,200,1,42,1.6722629271614112e+17,9.23638029016183e+17,1.6829668154011603e+17,0.006360130301914294,1.008584976196289
spikes,16,3,100000,500,200,1,77,8.738597877085162e+16,2.4269000639263382e+17,1.6829668154011603e+17,0.48076231823963883,1.0078752040863037
spikes,16,3,100000,500,200,1,101,1.0230831750610878e+17,3.849842345577646e+17,1.6829668154011603e+17,0.39209545565684806,1.0149149894714355
uniform1,16,3,100000,20,5,1000,11,43587122.588868506,5587337.290713399,41660604.914876826,0.04624315172398586,1.4975297451019287
uniform1,16,3,100000,20,5,1000,23,44162429.446181096,1448619.3360803395,41660604.914876826,0.06005252531537004,1.5867037773132324
uniform1,16,3,100000,20,5,1000,42,46405409.604753114,3723230.942704665,41660604.914876826,0.11389188178066849,1.49117112159729
uniform1,16,3,100000,20,5,1000,77,43431872.85587754,7472459.549144087,41660604.914876826,0.0425166159881707,1.4751050472259521
uniform1,16,3,100000,20,5,1000,101,39659148.24230845,5472350.737323673,41660604.914876826,0.048041949382584735,1.4733891487121582
uniform1,16,3,100000,20,10,500,11,38724461.71633493,4159110.1930146413,41660604.914876826,0.07047769000332998,1.1919748783111572
uniform1,16,3,100000,20,10,500,23,41877817.639804356,5478619.01794437,41660604.914876826,0.005213863921835757,1.1914689540863037
uniform1,16,3,100000,20,10,500,42,40611532.752876535,4156257.363067612,41660604.914876826,0.025181395328843913,1.1959242820739746
uniform1,16,3,100000,20,10,500,77,40477699.61025761,4693959.410220758,41660604.914876826,0.028393858107346036,1.1884210109710693
uniform1,16,3,100000,20,10,500,101,40166259.00708331,5139612.727992233,41660604.914876826,0.035869520158116806,1.2005209922790527
uniform1,16,3,100000,20,20,250,11,41514206.546457514,4163941.091022986,41660604.914876826,0.0035140720764482635,1.0557079315185547
uniform1,16,3,100000,20,20,250,23,41555406.67924045,6025079.5254738275,41660604.914876826,0.002525125015619012,1.0475292205810547
uniform1,16,3,100000,20,20,250,42,40265907.45350304,4872081.25469383,41660604.914876826,0.033477609463988915,1.0474224090576172
uniform1,16,3,100000,20,20,250,77,40610764.3409626,3397753.9852178367,41660604.914876826,0.025199839898131886,1.0450210571289062
uniform1,16,3,100000,20,20,250,101,40125455.85137361,4214946.563117835,41660604.914876826,0.03684893838291383,1.0459949970245361
uniform1,16,3,100000,20,25,200,11,41154015.14196209,4861695.243415173,41660604.914876826,0.012159923600481288,1.0164809226989746
uniform1,16,3,100000,20,25,200,23,41183267.810789965,4868322.193154824,41660604.914876826,0.011457757396038337,1.0158679485321045
uniform1,16,3,100000,20,25,200,42,41579790.055617034,5489465.817550893,41660604.914876826,0.0019398388339515692,1.013580083847046
uniform1,16,3,100000,20,25,200,77,42014260.0327744,4544747.237027005,41660604.914876826,0.008488957820468152,1.0138239860534668
uniform1,16,3,100000,20,25,200,101,41828200.312008366,3909867.806454437,41660604.914876826,0.004022874787199556,1.0165870189666748
uniform1,16,3,100000,20,50,100,11,42378057.705306455,4451856.621740431,41660604.914876826,0.01722137237074611,0.9559111595153809
uniform1,16,3,100000,20,50,100,23,40851933.58577877,5058762.092023633,41660604.914876826,0.019410935840955112,0.9542372226715088
uniform1,16,3,100000,20,50,100,42,41316978.209661536,4400939.301447324,41660604.914876826,0.008248240896103324,0.954657793045044
uniform1,16,3,100000,20,50,100,77,42043234.34808324,4890193.018826261,41660604.914876826,0.009184442568422267,0.9554181098937988
uniform1,16,3,100000,20,50,100,101,42401579.458501995,5247593.789067161,41660604.914876826,0.017785976587213922,1.0568890571594238
uniform1,16,3,100000,20,100,50,11,41831533.04928624,4855159.564185164,41660604.914876826,0.004102872120043918,0.9277589321136475
uniform1,16,3,100000,20,100,50,23,41415679.24894226,4308498.402067909,41660604.914876826,0.005879071281730256,0.9254159927368164
uniform1,16,3,100000,20,100,50,42,41416368.0891873,5419208.74167485,41660604.914876826,0.0058625367103661155,0.9495532512664795
uniform1,16,3,100000,20,100,50,77,41047342.1537149,5176940.709727207,41660604.914876826,0.014720447828709512,1.0309381484985352
uniform1,16,3,100000,20,100,50,101,41444428.108561665,4466618.09656367,41660604.914876826,0.005188998257631287,1.0514891147613525
uniform1,16,3,100000,20,200,25,11,41719050.88580193,4867550.306155099,41660604.914876826,0.001402907400037218,0.9074149131774902
uniform1,16,3,100000,20,200,25,23,41688568.551651716,5228744.5973934615,41660604.914876826,0.0006712249337720113,7.513638973236084
uniform1,16,3,100000,20,200,25,42,41560404.5000985,4545314.481160345,41660604.914876826,0.002405159862250303,0.8682870864868164
uniform1,16,3,100000,20,200,25,77,41976833.42543364,5310731.055488575,41660604.914876826,0.0075905885476927676,0.5864739418029785
uniform1,16,3,100000,20,200,25,101,42124405.87319774,5428378.84463494,41660604.914876826,0.011132842628391464,0.5238678455352783
uniform1,16,3,100000,50,5,400,11,44278869.01470717,3059334.464620387,41660604.914876826,0.06284748157594258,0.9170680046081543
uniform1,16,3,100000,50,5,400,23,41998866.77150887,2200904.727900315,41660604.914876826,0.008119465795640777,0.8806428909301758
uniform1,16,3,100000,50,5,400,42,42403032.95583425,2945693.6938115563,41660604.914876826,0.01782086559891268,0.8847508430480957
uniform1,16,3,100000,50,5,400,77,44178380.297676854,5337960.4391224105,41660604.914876826,0.06043540145287091,0.8956191539764404
uniform1,16,3,100000,50,5,400,101,39739830.33019378,2451177.2555569266,41660604.914876826,0.04610529752526817,0.965036153793335
uniform1,16,3,100000,50,10,200,11,41648410.664538875,3990202.1504257256,41660604.914876826,0.00029270459137275683,0.7121500968933105
uniform1,16,3,100000,50,10,200,23,41992805.90690744,3402417.552048675,41660604.914876826,0.007973983880200106,0.7119789123535156
uniform1,16,3,100000,50,10,200,42,41788024.41360145,3538729.8500325917,41660604.914876826,0.0030585129281001763,0.7157251834869385
uniform1,16,3,100000,50,10,200,77,40769052.417539775,4627792.597770458,41660604.914876826,0.021400373306117815,0.7257847785949707
uniform1,16,3,100000,50,10,200,101,39590800.03740573,2631429.2611428485,41660604.914876826,0.0496825449774489,0.7101991176605225
uniform1,16,3,100000,50,20,100,11,41832093.7770219,2825127.707382463,41660604.914876826,0.004116331543804246,0.6249289512634277
uniform1,16,3,100000,50,20,100,23,41735197.72624732,2642057.191139084,41660604.914876826,0.0017904879567376421,0.6227807998657227
uniform1,16,3,100000,50,20,100,42,41787462.898653224,3149627.9576484924,41660604.914876826,0.0030450346084892675,0.6221792697906494
uniform1,16,3,100000,50,20,100,77,41797279.479594514,3631105.803199416,41660604.914876826,0.0032806668313373854,0.6214289665222168
uniform1,16,3,100000,50,20,100,101,40788349.86825167,3431379.592184747,41660604.914876826,0.02093716710084738,0.7003800868988037
uniform1,16,3,100000,50,25,80,11,42151029.46481076,2900995.8470264496,41660604.914876826,0.011771901798737544,0.6016519069671631
uniform1,16,3,100000,50,25,80,23,41802089.145437896,3002048.9603498345,41660604.914876826,0.0033961156073023494,0.607309103012085
uniform1,16,3,100000,50,25,80,42,41686465.80645179,3398153.4954424878,41660604.914876826,0.0006207517060254953,1.104032039642334
uniform1,16,3,100000,50,25,80,77,41540874.83164608,3029447.9220719114,41660604.914876826,0.0028739401042156654,0.6341018676757812
uniform1,16,3,100000,50,25,80,101,40887650.42748534,2844784.2507239752,41660604.914876826,0.01855360691403374,0.60260009765625
uniform1,16,3,100000,50,50,40,11,41620055.425631024,2794247.7078520833,41660604.914876826,0.0009733293438406631,0.5710031986236572
uniform1,16,3,100000,50,50,40,23,42018733.061481096,3507770.234206698,41660604.914876826,0.008596326129589724,0.5778000354766846
uniform1,16,3,100000,50,50,40,42,41703490.685543984,3663277.2087032953,41660604.914876826,0.0010294082564279747,0.5687482357025146
uniform1,16,3,100000,50,50,40,77,41977401.06836214,3196714.0679004886,41660604.914876826,0.007604213960229524,0.572990894317627
uniform1,16,3,100000,50,50,40,101,42253072.2921044,3026667.2780271815,41660604.914876826,0.014221285995201836,0.640143871307373
uniform1,16,3,100000,50,100,20,11,41175228.464680046,3257343.3419820066,41660604.914876826,0.01165072977669257,0.5556869506835938
uniform1,16,3,100000,50,100,20,23,40722355.79511422,2739928.6583861155,41660604.914876826,0.02252125531253537,0.5563509464263916
uniform1,16,3,100000,50,100,20,42,41291645.09795954,3444379.1432680115,41660604.914876826,0.008856324042129578,0.5790970325469971
uniform1,16,3,100000,50,100,20,77,41796437.99552366,3583206.9148378363,41660604.914876826,0.003260468275109703,0.5652718544006348
uniform1,16,3,100000,50,100,20,101,41458883.25830137,3196182.905766489,41660604.914876826,0.004842024185381483,0.5629911422729492
uniform1,16,3,100000,50,200,10,11,41730573.78225679,4097380.295599354,41660604.914876826,0.0016794971537961948,0.5538158416748047
uniform1,16,3,100000,50,200,10,23,41848375.63614424,4330138.9626605045,41660604.914876826,0.0045071530202473115,0.5531949996948242
uniform1,16,3,100000,50,200,10,42,41406012.654981144,4005446.3052168447,41660604.914876826,0.0061111032932882,0.5535929203033447
uniform1,16,3,100000,50,200,10,77,41950025.786516644,4232128.512063933,41660604.914876826,0.006947111599343748,0.5499629974365234
uniform1,16,3,100000,50,200,10,101,41995353.17083991,4295172.506413281,41660604.914876826,0.00803512710982144,0.5498888492584229
uniform1,16,3,100000,100,5,200,11,42188098.521120645,1954556.6501176343,41660604.914876826,0.012661688598176193,0.9343218803405762
uniform1,16,3,100000,100,5,200,23,42120341.654843256,3349492.9730188698,41660604.914876826,0.011035287195320098,0.8882541656494141
uniform1,16,3,100000,100,5,200,42,43349569.73899914,710033.7487928169,41660604.914876826,0.04054105377426229,0.889143705368042
uniform1,16,3,100000,100,5,200,77,43962562.66964893,2438335.330859534,41660604.914876826,0.05525502472841159,0.8879609107971191
uniform1,16,3,100000,100,5,200,101,42496523.11938378,2355704.8325526426,41660604.914876826,0.0200649559989575,0.8843080997467041
uniform1,16,3,100000,100,10,100,11,42255422.15292637,2460630.2810407905,41660604.914876826,0.014277690860824194,0.7252061367034912
uniform1,16,3,100000,100,10,100,23,42310442.99081335,3038173.2296195966,41660604.914876826,0.015598383107117862,0.724877119064331
uniform1,16,3,100000,100,10,100,42,41822357.90984811,2236596.3765930133,41660604.914876826,0.0038826367332347946,0.7208287715911865
uniform1,16,3,100000,100,10,100,77,42167075.117626205,2175720.539794554,41660604.914876826,0.012157053498964452,0.7162868976593018
uniform1,16,3,100000,100,10,100,101,40302721.29185408,1900724.4208533915,41660604.914876826,0.032593948786803335,0.8486068248748779
uniform1,16,3,100000,100,20,50,11,41525871.60345705,2166234.8929219344,41660604.914876826,0.0032340699731814235,0.6301977634429932
uniform1,16,3,100000,100,20,50,23,41797233.16054495,2584341.297001405,41660604.914876826,0.0032795550123980873,0.6332380771636963
uniform1,16,3,100000,100,20,50,42,41758194.48984722,2033687.6033504528,41660604.914876826,0.0023424905896060463,0.628493070602417
uniform1,16,3,100000,100,20,50,77,42107393.112753585,1948813.1170651554,41660604.914876826,0.010724476967861133,0.6513388156890869
uniform1,16,3,100000,100,20,50,101,40569057.96870159,2126510.316364215,41660604.914876826,0.026200938474262185,0.629688024520874
uniform1,16,3,100000,100,25,40,11,42193518.92241618,2264792.106742369,41660604.914876826,0.01279179715772809,0.6123960018157959
uniform1,16,3,100000,100,25,40,23,41946889.36982352,2158406.7039149515,41660604.914876826,0.006871826646100037,0.6108701229095459
uniform1,16,3,100000,100,25,40,42,41759059.80695839,2349506.592449931,41660604.914876826,0.0023632612220282076,0.6128709316253662
uniform1,16,3,100000,100,25,40,77,41963780.80078792,2456700.1409727414,41660604.914876826,0.007277279975424201,0.6105928421020508
uniform1,16,3,100000,100,25,40,101,41641369.45182485,2578249.2702968013,41660604.914876826,0.00046171828496676174,0.711237907409668
uniform1,16,3,100000,100,50,20,11,41401201.67834929,2533093.325767572,41660604.914876826,0.006226583532753937,0.5749139785766602
uniform1,16,3,100000,100,50,20,23,41870476.43632169,2683501.876387368,41660604.914876826,0.005037649402203479,0.5805132389068604
uniform1,16,3,100000,100,50,20,42,41822360.02560548,2796170.9907837086,41660604.914876826,0.0038826875188000265,0.5769460201263428
uniform1,16,3,100000,100,50,20,77,41992604.73549113,2508689.9556585243,41660604.914876826,0.007969155063702518,0.5766358375549316
uniform1,16,3,100000,100,50,20,101,42205902.536122814,2519716.996454738,41660604.914876826,0.013089047131220704,0.5737738609313965
uniform1,16,3,100000,100,100,10,11,41194220.81137626,2620830.3785707233,41660604.914876826,0.011194847133245143,0.5584559440612793
uniform1,16,3,100000,100,100,10,23,41212117.92748024,3031595.390826311,41660604.914876826,0.010765253848640834,0.5594611167907715
uniform1,16,3,100000,100,100,10,42,41496387.054728724,2968666.6778587657,41660604.914876826,0.00394180210497761,0.5592701435089111
uniform1,16,3,100000,100,100,10,77,41710673.991115235,3323222.9480341272,41660604.914876826,0.0012018326747946291,0.5590472221374512
uniform1,16,3,100000,100,100,10,101,41518457.814691484,2986724.229732951,41660604.914876826,0.0034120267930766893,0.558988094329834
uniform1,16,3,100000,100,200,5,11,41650310.251764864,4101614.404582979,41660604.914876826,0.00024710786444404693,0.5497307777404785
uniform1,16,3,100000,100,200,5,23,41675904.988503546,4158145.2459370946,41660604.914876826,0.0003672551960774776,0.5811169147491455
uniform1,16,3,100000,100,200,5,42,41321335.24587058,3713117.52697864,41660604.914876826,0.00814365681197998,0.6232762336730957
uniform1,16,3,100000,100,200,5,77,41843506.21494413,4078329.7259579645,41660604.914876826,0.00439026990705054,0.5794107913970947
uniform1,16,3,100000,100,200,5,101,42060601.649272196,4105442.394874293,41660604.914876826,0.009601318444911315,0.5537006855010986
uniform1,16,3,100000,200,5,100,11,42430420.8325019,2066590.9894064232,41660604.914876826,0.018478270279512408,0.8919720649719238
uniform1,16,3,100000,200,5,100,23,42536270.08435474,1279163.8094657762,41660604.914876826,0.021019021957725363,0.8937170505523682
uniform1,16,3,100000,200,5,100,42,41778336.25934464,1012380.1076071175,41660604.914876826,0.002825963394155372,0.893474817276001
uniform1,16,3,100000,200,5,100,77,42953645.54325078,1252491.8545778284,41660604.914876826,0.03103749047849786,0.8893909454345703
uniform1,16,3,100000,200,5,100,101,43380407.21656027,1848638.9227424108,41660604.914876826,0.041281260922577404,0.9291021823883057
uniform1,16,3,100000,200,10,50,11,42563563.75554557,1536398.1958388363,41660604.914876826,0.021674165377908436,0.7208178043365479
uniform1,16,3,100000,200,10,50,23,41995985.94593016,1610830.8657877336,41660604.914876826,0.008050315921686757,0.7226302623748779
uniform1,16,3,100000,200,10,50,42,42456759.0385107,1442835.1718732258,41660604.914876826,0.019110479198768744,0.721930980682373
uniform1,16,3,100000,200,10,50,77,41971040.28311756,815106.3522693091,41660604.914876826,0.0074515329020074135,0.7239370346069336
uniform1,16,3,100000,200,10,50,101,40813097.839239106,1250929.567600648,41660604.914876826,0.020343129375326938,0.7221481800079346
uniform1,16,3,100000,200,20,25,11,41731034.65785593,1992996.148297142,41660604.914876826,0.0016905597775886273,0.6357929706573486
uniform1,16,3,100000,200,20,25,23,41758387.00434591,1493750.966166128,41660604.914876826,0.002347111609850031,0.6379201412200928
uniform1,16,3,100000,200,20,25,42,41743419.06988343,1351148.7676631093,41660604.914876826,0.0019878289135698514,0.6349167823791504
uniform1,16,3,100000,200,20,25,77,41823815.53492279,1456740.0450454948,41660604.914876826,0.003917624825166319,0.6364200115203857
uniform1,16,3,100000,200,20,25,101,40676121.16545014,2262924.3330877046,41660604.914876826,0.023631047879363133,0.6721842288970947
uniform1,16,3,100000,200,25,20,11,42031016.79802051,1676333.7201215585,41660604.914876826,0.008891178702290356,0.6191990375518799
uniform1,16,3,100000,200,25,20,23,41724408.12688276,1609432.1487823918,41660604.914876826,0.0015314998938758028,0.6184728145599365
uniform1,16,3,100000,200,25,20,42,41430873.5013435,1711803.124854673,41660604.914876826,0.0055143561646001545,317.17331075668335
uniform1,16,3,100000,200,25,20,77,41930026.66674325,1770443.4901177364,41660604.914876826,0.006467062886314769,0.6384758949279785
uniform1,16,3,100000,200,25,20,101,41309693.93391892,1649550.4111144226,41660604.914876826,0.00842308895117829,0.613213300704956
uniform1,16,3,100000,200,50,10,11,41603762.584241845,2227547.988020146,41660604.914876826,0.0013644144330387108,0.579301118850708
uniform1,16,3,100000,200,50,10,23,41726593.00123033,2405295.7273196355,41660604.914876826,0.0015839445079670242,0.5946519374847412
uniform1,16,3,100000,200,50,10,42,41883472.744272515,2342059.6214761804,41660604.914876826,0.005349606177132198,0.5957610607147217
uniform1,16,3,100000,200,50,10,77,42017243.55612851,2470349.0202910486,41660604.914876826,0.008560572799660167,0.5959711074829102
uniform1,16,3,100000,200,50,10,101,42110171.66449011,2606148.6396200797,41660604.914876826,0.010791171912454557,0.6346690654754639
uniform1,16,3,100000,200,100,5,11,41275504.51646092,2467955.6118527157,41660604.914876826,0.009243754362251003,0.5635280609130859
uniform1,16,3,100000,200,100,5,23,41303216.54195764,2937090.748913898,41660604.914876826,0.008578568977801017,0.5612962245941162
uniform1,16,3,100000,200,100,5,42,41517459.628421165,3002758.2084079953,41660604.914876826,0.003435986749307725,0.5689923763275146
uniform1,16,3,100000,200,100,5,77,41656923.80210909,3230182.2583649987,41660604.914876826,8.835956115507876e-05,0.5661108493804932
uniform1,16,3,100000,200,100,5,101,41288479.879415706,2902586.456386396,41660604.914876826,0.008932300340368703,0.5649881362915039
uniform1,16,3,100000,500,5,40,11,42161955.00344903,1050146.0723433103,41660604.914876826,0.012034152878878965,0.8962399959564209
uniform1,16,3,100000,500,5,40,23,41460656.23304145,968564.903280723,41660604.914876826,0.004799466600255122,0.8950939178466797
uniform1,16,3,100000,500,5,40,42,42175759.254651085,1325541.744251126,41660604.914876826,0.012365503113237298,0.9125311374664307
uniform1,16,3,100000,500,5,40,77,41743700.8361326,1295566.246454509,41660604.914876826,0.001994592287499445,0.9301948547363281
uniform1,16,3,100000,500,5,40,101,42257764.49392471,772901.6334743706,41660604.914876826,0.014333915224419555,0.9533088207244873
uniform1,16,3,100000,500,10,20,11,42132892.23639049,785802.7101888398,41660604.914876826,0.011336544980051608,0.7379062175750732
uniform1,16,3,100000,500,10,20,23,42127515.01351664,1055812.490389009,41660604.914876826,0.011207472853402674,0.7380228042602539
uniform1,16,3,100000,500,10,20,42,41745220.315811194,680487.9705965082,41660604.914876826,0.002031065105925828,0.7382001876831055
uniform1,16,3,100000,500,10,20,77,41608801.819782436,1210706.9937695288,41660604.914876826,0.0012434551826656637,0.7457859516143799
uniform1,16,3,100000,500,10,20,101,41685312.859562606,1291793.612111422,41660604.914876826,0.00059307695450568,0.7314999103546143
uniform1,16,3,100000,500,20,10,11,41654432.16360353,1440623.5772986987,41660604.914876826,0.00014816758628227478,0.6569280624389648
uniform1,16,3,100000,500,20,10,23,41531208.04181799,947396.0753751984,41660604.914876826,0.0031059768172647466,0.6435258388519287
uniform1,16,3,100000,500,20,10,42,41517086.096126474,1139267.021211768,41660604.914876826,0.003444952828783859,0.6438970565795898
uniform1,16,3,100000,500,20,10,77,41821329.691345885,1157435.1093570082,41660604.914876826,0.0038579558985631806,0.6495378017425537
